Team1,Team2,Winner,Loser,Margin,Ground,Date,Scorecard,MatchCount,Country,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,9 wickets,Melbourne,1/21/2003,ODI # 1939,1939,Australia,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,47 runs,Bloemfontein,2/10/2003,ODI # 1944,1944,South Africa,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,10 wickets,Pietermaritzburg,2/14/2003,ODI # 1950,1950,South Africa,Sri Lanka
Canada,Sri Lanka,Sri Lanka,Canada,9 wickets,Paarl,2/19/2003,ODI # 1958,1958,South Africa,Sri Lanka
Kenya,Sri Lanka,Kenya,Sri Lanka,53 runs,Nairobi (Gym),2/24/2003,ODI # 1965,1965,Kenya,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,6 runs,Cape Town,2/28/2003,ODI # 1973,1973,South Africa,Sri Lanka
South Africa,Sri Lanka,tied,South Africa,,Durban,3/3/2003,ODI # 1979,1979,South Africa,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,96 runs,Centurion,3/7/2003,ODI # 1982,1982,South Africa,Sri Lanka
India,Sri Lanka,India,Sri Lanka,183 runs,Johannesburg,3/10/2003,ODI # 1985,1985,South Africa,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,74 runs,East London,3/15/2003,ODI # 1989,1989,South Africa,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,48 runs,Gqeberha,3/18/2003,ODI # 1991,1991,South Africa,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Sharjah,4/4/2003,ODI # 1995,1995,United Arab Emirates,Sri Lanka
Kenya,Sri Lanka,Sri Lanka,Kenya,129 runs,Sharjah,4/6/2003,ODI # 1997,1997,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,4 wickets,Sharjah,4/7/2003,ODI # 1998,1998,United Arab Emirates,Sri Lanka
Sri Lanka,Pakistan,Pakistan,Sri Lanka,79 runs,Dambulla,5/10/2003,ODI # 2008,2008,Sri Lanka,Sri Lanka
Sri Lanka,New Zealand,Sri Lanka,New Zealand,5 wickets,Dambulla,5/13/2003,ODI # 2010,2010,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,12 runs,Dambulla,5/18/2003,ODI # 2012,2012,Sri Lanka,Sri Lanka
Sri Lanka,New Zealand,New Zealand,Sri Lanka,9 runs,Dambulla,5/19/2003,ODI # 2014,2014,Sri Lanka,Sri Lanka
West Indies,Sri Lanka,Sri Lanka,West Indies,55 runs,Bridgetown,6/7/2003,ODI # 2022,2022,West Indies,Sri Lanka
West Indies,Sri Lanka,Sri Lanka,West Indies,4 wickets,Bridgetown,6/8/2003,ODI # 2023,2023,West Indies,Sri Lanka
West Indies,Sri Lanka,West Indies,Sri Lanka,6 wickets,Kingstown,6/11/2003,ODI # 2024,2024,West Indies,Sri Lanka
Sri Lanka,England,Sri Lanka,England,10 wickets,Dambulla,11/18/2003,ODI # 2063,2063,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Australia,Sri Lanka,84 runs,Dambulla,2/20/2004,ODI # 2102,2102,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Sri Lanka,Australia,1 run,Dambulla,2/22/2004,ODI # 2103,2103,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Australia,Sri Lanka,5 wickets,Colombo (RPS),2/25/2004,ODI # 2105,2105,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Australia,Sri Lanka,40 runs,Colombo (RPS),2/27/2004,ODI # 2106,2106,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Sri Lanka,Australia,3 wickets,Colombo (SSC),2/29/2004,ODI # 2108,2108,Sri Lanka,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,12 runs,Bulawayo,4/20/2004,ODI # 2119,2119,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,9 wickets,Bulawayo,4/22/2004,ODI # 2120,2120,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,9 wickets,Harare,4/25/2004,ODI # 2122,2122,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,72 runs,Harare,4/27/2004,ODI # 2123,2123,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,25 runs,Harare,4/29/2004,ODI # 2124,2124,Zimbabwe,Sri Lanka
Sri Lanka,U.A.E.,Sri Lanka,U.A.E.,116 runs,Dambulla,7/17/2004,ODI # 2146,2146,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,12 runs,Dambulla,7/18/2004,ODI # 2148,2148,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,7 wickets,Colombo (RPS),7/21/2004,ODI # 2150,2150,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,10 wickets,Colombo (RPS),7/23/2004,ODI # 2151,2151,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,4 runs,Colombo (RPS),7/27/2004,ODI # 2153,2153,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,25 runs,Colombo (RPS),8/1/2004,ODI # 2155,2155,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,3 wickets,Colombo (RPS),8/20/2004,ODI # 2156,2156,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,37 runs,Colombo (RPS),8/22/2004,ODI # 2158,2158,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,4 wickets,Dambulla,8/25/2004,ODI # 2160,2160,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,7 wickets,Dambulla,8/28/2004,ODI # 2161,2161,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,49 runs,Colombo (SSC),8/31/2004,ODI # 2163,2163,Sri Lanka,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,4 wickets,The Oval,9/14/2004,ODI # 2173,2173,England,Sri Lanka
England,Sri Lanka,England,Sri Lanka,49 runs,Southampton,9/17/2004,ODI # 2177,2177,England,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Karachi,10/6/2004,ODI # 2185,2185,Pakistan,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,7 wickets,Rawalpindi,10/9/2004,ODI # 2186,2186,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,6 wickets,Lahore,10/14/2004,ODI # 2187,2187,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,119 runs,Lahore,10/16/2004,ODI # 2188,2188,Pakistan,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Auckland,12/26/2004,ODI # 2200,2200,New Zealand,Sri Lanka
Sri Lanka,India,Sri Lanka,India,3 wickets,Dambulla,7/30/2005,ODI # 2262,2262,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,50 runs,Dambulla,8/2/2005,ODI # 2264,2264,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,4 wickets,Dambulla,8/3/2005,ODI # 2265,2265,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,West Indies,Sri Lanka,33 runs,Colombo (RPS),8/6/2005,ODI # 2266,2266,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,18 runs,Colombo (RPS),8/9/2005,ODI # 2268,2268,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,88 runs,Colombo (SSC),8/31/2005,ODI # 2275,2275,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,75 runs,Colombo (RPS),9/2/2005,ODI # 2277,2277,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,6 wickets,Colombo (RPS),9/4/2005,ODI # 2279,2279,Sri Lanka,Sri Lanka
India,Sri Lanka,India,Sri Lanka,152 runs,Nagpur,10/25/2005,ODI # 2286,2286,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,8 wickets,Mohali,10/28/2005,ODI # 2287,2287,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,6 wickets,Jaipur,10/31/2005,ODI # 2290,2290,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,4 wickets,Pune,11/3/2005,ODI # 2291,2291,India,Sri Lanka
India,Sri Lanka,Sri Lanka,India,5 wickets,Ahmedabad,11/6/2005,ODI # 2294,2294,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,7 wickets,Rajkot,11/9/2005,ODI # 2295,2295,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,5 wickets,Vadodara,11/12/2005,ODI # 2296,2296,India,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,7 wickets,Queenstown,12/31/2005,ODI # 2309,2309,New Zealand,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Christchurch,1/3/2006,ODI # 2310,2310,New Zealand,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,21 runs,Wellington,1/6/2006,ODI # 2311,2311,New Zealand,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,20 runs,Napier,1/8/2006,ODI # 2312,2312,New Zealand,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,116 runs,Melbourne (Docklands),1/13/2006,ODI # 2313,2313,Australia,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,94 runs,Brisbane,1/17/2006,ODI # 2315,2315,Australia,Sri Lanka
Australia,Sri Lanka,Sri Lanka,Australia,51 runs,Sydney,1/22/2006,ODI # 2317,2317,Australia,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,9 runs,Adelaide,1/24/2006,ODI # 2318,2318,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,5 wickets,Adelaide,1/26/2006,ODI # 2319,2319,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,6 wickets,Perth,1/29/2006,ODI # 2320,2320,Australia,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,5 wickets,Perth,1/31/2006,ODI # 2321,2321,Australia,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,76 runs,Hobart,2/7/2006,ODI # 2325,2325,Australia,Sri Lanka
Australia,Sri Lanka,Sri Lanka,Australia,22 runs,Adelaide,2/10/2006,ODI # 2326,2326,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,167 runs,Sydney,2/12/2006,ODI # 2328,2328,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,9 wickets,Brisbane,2/14/2006,ODI # 2330,2330,Australia,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,5 wickets,Bogra,2/20/2006,ODI # 2334,2334,Bangladesh,Sri Lanka
Bangladesh,Sri Lanka,Bangladesh,Sri Lanka,4 wickets,Bogra,2/22/2006,ODI # 2336,2336,Bangladesh,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,78 runs,Chattogram,2/25/2006,ODI # 2338,2338,Bangladesh,Sri Lanka
Sri Lanka,Pakistan,no result,Sri Lanka,,Colombo (RPS),3/17/2006,ODI # 2351,2351,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Pakistan,Sri Lanka,4 wickets,Colombo (RPS),3/19/2006,ODI # 2352,2352,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Pakistan,Sri Lanka,4 wickets,Colombo (SSC),3/22/2006,ODI # 2354,2354,Sri Lanka,Sri Lanka
England,Sri Lanka,Sri Lanka,England,20 runs,Lord's,6/17/2006,ODI # 2384,2384,England,Sri Lanka
England,Sri Lanka,Sri Lanka,England,46 runs,The Oval,6/20/2006,ODI # 2385,2385,England,Sri Lanka
England,Sri Lanka,Sri Lanka,England,8 wickets,Chester-le-Street,6/24/2006,ODI # 2386,2386,England,Sri Lanka
England,Sri Lanka,Sri Lanka,England,33 runs,Manchester,6/28/2006,ODI # 2388,2388,England,Sri Lanka
England,Sri Lanka,Sri Lanka,England,8 wickets,Leeds,7/1/2006,ODI # 2389,2389,England,Sri Lanka
Netherlands,Sri Lanka,Sri Lanka,Netherlands,195 runs,Amstelveen,7/4/2006,ODI # 2390,2390,Netherlands,Sri Lanka
Netherlands,Sri Lanka,Sri Lanka,Netherlands,55 runs,Amstelveen,7/6/2006,ODI # 2391,2391,Netherlands,Sri Lanka
Sri Lanka,India,no result,Sri Lanka,,Colombo (SSC),8/18/2006,ODI # 2405,2405,Sri Lanka,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,37 runs,Mohali,10/7/2006,ODI # 2423,2423,India,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,144 runs,Ahmedabad,10/10/2006,ODI # 2425,2425,India,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,9 wickets,Brabourne,10/14/2006,ODI # 2428,2428,India,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,4 wickets,Jaipur,10/17/2006,ODI # 2431,2431,India,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,7 wickets,Brabourne,10/20/2006,ODI # 2433,2433,India,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,78 runs,Ahmedabad,10/24/2006,ODI # 2435,2435,India,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,7 wickets,Napier,12/28/2006,ODI # 2468,2468,New Zealand,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,1 wicket,Queenstown,12/31/2006,ODI # 2469,2469,New Zealand,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,4 wickets,Christchurch,1/2/2007,ODI # 2470,2470,New Zealand,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,189 runs,Auckland,1/6/2007,ODI # 2471,2471,New Zealand,Sri Lanka
New Zealand,Sri Lanka,no result,New Zealand,,Hamilton,1/9/2007,ODI # 2472,2472,New Zealand,Sri Lanka
India,Sri Lanka,no result,India,,Eden Gardens,2/8/2007,ODI # 2514,2514,India,Sri Lanka
India,Sri Lanka,Sri Lanka,India,5 runs,Rajkot,2/11/2007,ODI # 2520,2520,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,5 wickets,Margao,2/14/2007,ODI # 2522,2522,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,7 wickets,Visakhapatnam,2/17/2007,ODI # 2525,2525,India,Sri Lanka
Bermuda,Sri Lanka,Sri Lanka,Bermuda,243 runs,Port of Spain,3/15/2007,ODI # 2534,2534,West Indies,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,198 runs,Port of Spain,3/21/2007,ODI # 2546,2546,West Indies,Sri Lanka
India,Sri Lanka,Sri Lanka,India,69 runs,Port of Spain,3/23/2007,ODI # 2550,2550,West Indies,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,1 wicket,Providence,3/28/2007,ODI # 2556,2556,West Indies,Sri Lanka
West Indies,Sri Lanka,Sri Lanka,West Indies,113 runs,Providence,4/1/2007,ODI # 2560,2560,West Indies,Sri Lanka
England,Sri Lanka,Sri Lanka,England,2 runs,North Sound,4/4/2007,ODI # 2563,2563,West Indies,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,6 wickets,St George's,4/12/2007,ODI # 2569,2569,West Indies,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,7 wickets,St George's,4/16/2007,ODI # 2573,2573,West Indies,Sri Lanka
Ireland,Sri Lanka,Sri Lanka,Ireland,8 wickets,St George's,4/18/2007,ODI # 2575,2575,West Indies,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,81 runs,Kingston,4/24/2007,ODI # 2579,2579,West Indies,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,53 runs,Bridgetown,4/28/2007,ODI # 2581,2581,West Indies,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,5 wickets,Abu Dhabi,5/18/2007,ODI # 2584,2584,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,98 runs,Abu Dhabi,5/20/2007,ODI # 2585,2585,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,115 runs,Abu Dhabi,5/22/2007,ODI # 2586,2586,United Arab Emirates,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,70 runs,Colombo (PSS),7/20/2007,ODI # 2605,2605,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Colombo (RPS),7/23/2007,ODI # 2606,2606,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,39 runs,Colombo (RPS),7/25/2007,ODI # 2607,2607,Sri Lanka,Sri Lanka
Sri Lanka,England,Sri Lanka,England,119 runs,Dambulla,10/1/2007,ODI # 2622,2622,Sri Lanka,Sri Lanka
Sri Lanka,England,England,Sri Lanka,65 runs,Dambulla,10/4/2007,ODI # 2624,2624,Sri Lanka,Sri Lanka
Sri Lanka,England,England,Sri Lanka,2 wickets,Dambulla,10/7/2007,ODI # 2626,2626,Sri Lanka,Sri Lanka
Sri Lanka,England,England,Sri Lanka,5 wickets,Colombo (RPS),10/10/2007,ODI # 2628,2628,Sri Lanka,Sri Lanka
Sri Lanka,England,Sri Lanka,England,107 runs,Colombo (RPS),10/13/2007,ODI # 2630,2630,Sri Lanka,Sri Lanka
India,Sri Lanka,no result,India,,Brisbane,2/5/2008,ODI # 2672,2672,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,128 runs,Sydney,2/8/2008,ODI # 2673,2673,Australia,Sri Lanka
India,Sri Lanka,Sri Lanka,India,8 wickets,Canberra,2/12/2008,ODI # 2676,2676,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,63 runs,Perth,2/15/2008,ODI # 2679,2679,Australia,Sri Lanka
India,Sri Lanka,India,Sri Lanka,2 wickets,Adelaide,2/19/2008,ODI # 2681,2681,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,24 runs,Melbourne,2/22/2008,ODI # 2683,2683,Australia,Sri Lanka
India,Sri Lanka,India,Sri Lanka,7 wickets,Hobart,2/26/2008,ODI # 2686,2686,Australia,Sri Lanka
Australia,Sri Lanka,Sri Lanka,Australia,13 runs,Melbourne,2/29/2008,ODI # 2687,2687,Australia,Sri Lanka
West Indies,Sri Lanka,West Indies,Sri Lanka,1 wicket,Port of Spain,4/10/2008,ODI # 2697,2697,West Indies,Sri Lanka
West Indies,Sri Lanka,West Indies,Sri Lanka,7 wickets,Port of Spain,4/12/2008,ODI # 2699,2699,West Indies,Sri Lanka
West Indies,Sri Lanka,no result,West Indies,,Gros Islet,4/15/2008,ODI # 2701,2701,West Indies,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,131 runs,Lahore,6/25/2008,ODI # 2715,2715,Pakistan,Sri Lanka
Sri Lanka,U.A.E.,Sri Lanka,U.A.E.,142 runs,Lahore,6/26/2008,ODI # 2718,2718,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,64 runs,Karachi,6/29/2008,ODI # 2723,2723,Pakistan,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,158 runs,Karachi,6/30/2008,ODI # 2726,2726,Pakistan,Sri Lanka
India,Sri Lanka,India,Sri Lanka,6 wickets,Karachi,7/3/2008,ODI # 2732,2732,Pakistan,Sri Lanka
India,Sri Lanka,Sri Lanka,India,100 runs,Karachi,7/6/2008,ODI # 2735,2735,Pakistan,Sri Lanka
Sri Lanka,India,Sri Lanka,India,8 wickets,Dambulla,8/18/2008,ODI # 2742,2742,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,3 wickets,Dambulla,8/20/2008,ODI # 2745,2745,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,33 runs,Colombo (RPS),8/24/2008,ODI # 2750,2750,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,46 runs,Colombo (RPS),8/27/2008,ODI # 2755,2755,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,112 runs,Colombo (RPS),8/29/2008,ODI # 2756,2756,Sri Lanka,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,6 wickets,Harare,11/20/2008,ODI # 2779,2779,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,9 wickets,Harare,11/22/2008,ODI # 2780,2780,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,5 runs,Harare,11/24/2008,ODI # 2782,2782,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,2 wickets,Harare,11/28/2008,ODI # 2784,2784,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,19 runs,Harare,11/30/2008,ODI # 2785,2785,Zimbabwe,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,130 runs,Mirpur,1/12/2009,ODI # 2791,2791,Bangladesh,Sri Lanka
Bangladesh,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Mirpur,1/14/2009,ODI # 2793,2793,Bangladesh,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,2 wickets,Mirpur,1/16/2009,ODI # 2794,2794,Bangladesh,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Karachi,1/20/2009,ODI # 2798,2798,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,129 runs,Karachi,1/21/2009,ODI # 2800,2800,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,234 runs,Lahore,1/24/2009,ODI # 2803,2803,Pakistan,Sri Lanka
Sri Lanka,India,India,Sri Lanka,6 wickets,Dambulla,1/28/2009,ODI # 2806,2806,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,15 runs,Colombo (RPS),1/31/2009,ODI # 2810,2810,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,147 runs,Colombo (RPS),2/3/2009,ODI # 2813,2813,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,67 runs,Colombo (RPS),2/5/2009,ODI # 2815,2815,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,68 runs,Colombo (RPS),2/8/2009,ODI # 2818,2818,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,36 runs,Dambulla,7/30/2009,ODI # 2864,2864,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,6 wickets,Dambulla,8/1/2009,ODI # 2866,2866,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,6 wickets,Dambulla,8/3/2009,ODI # 2867,2867,Sri Lanka,Sri Lanka
